collection,venueType,feature,category,definition
amenity/airport,airport.intl,amenity,checkin.desk.oversizebaggage,"Models the presence and approximate point location of a check-in area, desk, or service where special or oversized baggage may be checked in."
amenity/airport,airport.intl,amenity,checkin.desk.transfer,Models the presence and approximate point location of a manned transfer desk operation whose purpose is to facilitate a traveler's transfer to another outbound connection.
amenity/airport,airport.intl,amenity,checkin.selfservice,Models the presence and approximate point location of furniture/equipment that supports full or semi-automated check-in operations.
amenity/airport,airport.intl,amenity,defibrillator,Models the presence and approximate point location of an Automated External Defibrillator (AED). 
amenity/airport,airport.intl,amenity,drinkingfountain,Models the presence and approximate point location of drinking water.
amenity/airport,airport.intl,amenity,eatingdrinking,"Models the presence and approximate thematic extent of an open or semi-enclosed environment that is used as a ""common"" area for dining."
amenity/airport,airport.intl,amenity,elevator,Models the presence and approximate point location of one or more elevator that offers vertical traversal capabilities.
amenity/airport,airport.intl,amenity,escalator,Models the presence and physical extent of a single escalator that offers vertical traversal capabilities.
amenity/airport,airport.intl,amenity,firstaid,"Models the presence and approximate point location of: A medical support operation or First Aid, or the physical extent of a space containing a medical support operation.."
amenity/airport,airport.intl,amenity,gatearea,Models the presence and approximate extent of an open or semi-enclosed environment containing a collection of thematically related gate holding areas.
amenity/airport,airport.intl,amenity,immigration,"Models the presence and approximate point location of an immigration operation. (Also known as ""Passport Control."")"
amenity/airport,airport.intl,amenity,information,Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of information.
amenity/airport,airport.intl,amenity,lostandfound,Models the presence and approximate point location of a service where a pedestrian may retrieve personal belongings.
amenity/airport,airport.intl,amenity,mothersroom,Models the presence and approximate point or physical extent of an enclosed space where a woman may breastfeed or use a breast pump in private.
